room_type,city,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,name
entire home/apt,lisbon,santa maria maior,89.0,4.5,6,2.0,85.0,rooftop 4floor view inside castle sjrge
entire home/apt,lisbon,santa maria maior,23.0,5.0,2,1.0,90.0,terrace apartment in alfama w/ aircon
entire home/apt,lisbon,são vicente,37.0,5.0,2,1.0,95.0,feel alfama at bca | cascão 18
entire home/apt,lisbon,santo antónio,46.0,4.5,4,2.0,96.0,great view in central lisbon
entire home/apt,lisbon,santo antónio,1.0,0.0,4,2.0,94.0,a very special zen place in the center tonw
entire home/apt,lisbon,estrela,3.0,5.0,6,2.0,90.0,são bento convent suite at estrela (2 bedrooms)
entire home/apt,lisbon,arroios,20.0,4.5,4,2.0,92.0,ótimo apartamento em lisboa - lisbon reveries
entire home/apt,lisbon,santo antónio,13.0,4.5,10,3.0,93.0,"large, spacious apartment, central!"
entire home/apt,lisbon,santo antónio,51.0,5.0,6,2.0,90.0,sweetest avenida liberdade
entire home/apt,lisbon,arroios,4.0,5.0,11,4.0,84.0,amazing city center with private terrace sleeps 11
entire home/apt,lisbon,misericórdia,3.0,4.5,3,1.0,96.0,ap46 - perfect nest for a romantic stay in center
entire home/apt,lisbon,misericórdia,82.0,5.0,3,1.0,96.0,trendy apartment - historic center
entire home/apt,lisbon,santa maria maior,6.0,4.0,4,2.0,94.0,baixa cozy duplex
entire home/apt,lisbon,estrela,85.0,5.0,4,1.0,96.0,most central in garrett - chiado
entire home/apt,lisbon,são vicente,29.0,5.0,6,3.0,96.0,casa quadrado azul
entire home/apt,lisbon,santa maria maior,31.0,5.0,4,1.0,96.0,incredible view from beautiful 1br
entire home/apt,lisbon,santa maria maior,8.0,5.0,3,1.0,84.0,alfama cosy apartment ii
entire home/apt,lisbon,misericórdia,146.0,4.0,4,2.0,96.0,loft chiado work or relax in lisbon
entire home/apt,lisbon,arroios,3.0,4.5,2,1.0,90.0,saldanha luxurious flat for two
entire home/apt,lisbon,misericórdia,29.0,5.0,4,0.0,92.0,charme no coração da cidade
entire home/apt,lisbon,avenidas novas,5.0,5.0,2,1.0,84.0,lisbon nouveau - apartment 3a
entire home/apt,lisbon,santo antónio,22.0,5.0,3,2.0,90.0,new charming apartment next to av. da liberdade
entire home/apt,lisbon,santa maria maior,75.0,4.5,4,1.0,96.0,alfama 1 | terrace lisboa vida boa
entire home/apt,lisbon,santa maria maior,61.0,5.0,4,1.0,96.0,flat in the heart of lisbon - baixa
entire home/apt,lisbon,santa maria maior,130.0,5.0,8,1.0,84.0,historical loft
entire home/apt,lisbon,santa maria maior,32.0,5.0,2,1.0,90.0,zen mouraria - your cosy apartment in lisbon
entire home/apt,lisbon,misericórdia,84.0,5.0,4,1.0,84.0,centro de lisboa zona histórica
entire home/apt,lisbon,areeiro,1.0,0.0,2,1.0,90.0,lisbon apartment
entire home/apt,lisbon,arroios,27.0,5.0,4,1.0,95.0,charmy new apt lisbon near rossio
entire home/apt,lisbon,são vicente,58.0,4.0,6,2.0,90.0,"engraciaspa jacuzzi, sauna, terrace"
entire home/apt,lisbon,santa maria maior,47.0,4.5,4,1.0,90.0,apartment in the heart of lisbon
entire home/apt,lisbon,avenidas novas,1.0,0.0,2,1.0,90.0,gulbenkian with love
entire home/apt,lisbon,santo antónio,4.0,4.5,4,2.0,88.0,santa marta flat with terrace
entire home/apt,lisbon,estrela,5.0,5.0,4,1.0,96.0,lapa cosy flat for 2+2
entire home/apt,lisbon,campo de ourique,153.0,5.0,3,1.0,87.0,the best city view in a rooftop
entire home/apt,lisbon,são vicente,1.0,0.0,4,2.0,88.0,vila berta modern flat with terrace
entire home/apt,lisbon,misericórdia,57.0,4.5,2,1.0,84.0,trendy flat & small patio @bairro
entire home/apt,lisbon,misericórdia,94.0,5.0,6,2.0,90.0,santa catarina poetry design apart
entire home/apt,lisbon,campo de ourique,11.0,5.0,2,1.0,90.0,modern apartment in central lisbon
entire home/apt,lisbon,olivais,1.0,0.0,4,0.0,84.0,espetacular auto-caravana - lisboa
entire home/apt,lisbon,santa maria maior,180.0,4.5,3,1.0,96.0,alfama pateo apartment -youlisbon
entire home/apt,lisbon,são vicente,7.0,4.5,4,0.0,90.0,graça terrace 2
entire home/apt,lisbon,estrela,7.0,5.0,3,1.0,84.0,cosy santos
entire home/apt,lisbon,são vicente,102.0,4.5,3,1.0,101.0,lisbon panorama ii 
entire home/apt,lisbon,misericórdia,49.0,4.5,3,1.0,96.0,central/stylish 1bed principe real 
entire home/apt,lisbon,são vicente,4.0,5.0,4,1.0,84.0,confortable. central. free wifi. great view.
entire home/apt,lisbon,santa maria maior,24.0,5.0,7,3.0,94.0,baixa star historical spacious flat
entire home/apt,lisbon,misericórdia,13.0,4.5,4,1.0,88.0,cosy apartment in the heart of bairro alto
entire home/apt,lisbon,santa maria maior,59.0,5.0,4,3.0,96.0,castelo apartment with great view!
entire home/apt,lisbon,santo antónio,13.0,4.5,5,3.0,84.0,liveituplisboa avenida da liberdade
entire home/apt,lisbon,misericórdia,103.0,5.0,4,1.0,96.0,luxury 1 bed flat in principe real
entire home/apt,lisbon,campo de ourique,8.0,5.0,4,2.0,96.0,apartamento com encanto
entire home/apt,lisbon,santa maria maior,117.0,4.5,6,2.0,94.0,charm of lisbon i - alfama
entire home/apt,lisbon,são vicente,19.0,5.0,4,1.0,96.0,round river apartment
entire home/apt,lisbon,avenidas novas,38.0,4.0,6,2.0,96.0,lxroller premium garden city center
entire home/apt,lisbon,estrela,11.0,4.0,4,1.0,90.0,welovetohost estrela - amazing tagus view!
entire home/apt,lisbon,olivais,14.0,5.0,6,2.0,96.0,"lisboa -encarnação,perto aeroporto/p.nações"
entire home/apt,lisbon,alvalade,2.0,0.0,4,2.0,96.0,entrecampos prime flat (with elevator & garage)
entire home/apt,lisbon,santa maria maior,13.0,5.0,2,1.0,96.0,au cœur de l'alfama - vue sur tage
entire home/apt,lisbon,misericórdia,126.0,5.0,4,1.0,96.0,take a look of this fabulous apartment!
entire home/apt,lisbon,são vicente,178.0,5.0,4,2.0,94.0,best view of lisbon 1
entire home/apt,lisbon,estrela,6.0,5.0,2,1.0,96.0,casa amarela -  escondida numa villa na lapa
entire home/apt,lisbon,santa maria maior,5.0,5.0,3,1.0,90.0,cozy flat in the historic lisbon center
entire home/apt,lisbon,santa maria maior,7.0,4.5,4,2.0,93.0,stylish arty apartment in downtown lisbon
entire home/apt,lisbon,são vicente,62.0,5.0,4,2.0,92.0,"lisboa - alfama ""blue house"""
entire home/apt,lisbon,misericórdia,79.0,4.5,4,2.0,84.0,bairro alto guest house - adamastor
entire home/apt,lisbon,são vicente,47.0,5.0,2,1.0,87.0,sophisticated alfama
entire home/apt,lisbon,misericórdia,57.0,4.5,4,1.0,92.0,light large apartment lisbon tram 28
entire home/apt,lisbon,misericórdia,58.0,4.5,5,2.0,96.0,amazing terrace for 4 pax hera design ap @ chiado
entire home/apt,lisbon,estrela,87.0,4.5,10,3.0,95.0,3 bedrooms for 10 guests. tejo view
entire home/apt,lisbon,avenidas novas,9.0,5.0,4,2.0,96.0,house in central lisboa -120 sq
entire home/apt,lisbon,santa maria maior,35.0,5.0,2,1.0,96.0,apartment in largo são carlos
entire home/apt,lisbon,santa maria maior,30.0,4.5,2,1.0,96.0,contemporary apartment in chiado 1
entire home/apt,lisbon,misericórdia,10.0,4.5,2,1.0,96.0,charming apartment in chiado
entire home/apt,lisbon,são vicente,23.0,4.5,4,1.0,90.0,"são vicente house, with patio - neighbourly lisbon"
entire home/apt,lisbon,alvalade,7.0,5.0,6,3.0,90.0,"new apartment ! midtown lisbon, entrecampos"
entire home/apt,lisbon,santa maria maior,22.0,5.0,4,1.0,90.0,new! my lx flat@castle - alfama 4
entire home/apt,lisbon,campo de ourique,56.0,5.0,8,3.0,96.0,new ! sweet terrace apartment
entire home/apt,lisbon,misericórdia,57.0,5.0,4,1.0,84.0,sunny cosy apt. in principe real
entire home/apt,lisbon,misericórdia,12.0,4.5,4,1.0,90.0,location location one bedroom
entire home/apt,lisbon,santo antónio,343.0,5.0,2,1.0,95.0,central apartment & 360º terrace
entire home/apt,lisbon,santa maria maior,26.0,4.5,3,1.0,96.0,ap10 design apartment - heart of authentic lisbon
entire home/apt,lisbon,santa maria maior,18.0,5.0,4,2.0,96.0,river alfama downtown
entire home/apt,lisbon,avenidas novas,184.0,5.0,2,1.0,94.0,lisbon rooftop with stunning views
entire home/apt,lisbon,misericórdia,13.0,5.0,4,1.0,96.0,an apartment with history
entire home/apt,lisbon,misericórdia,33.0,4.5,4,2.0,90.0,lisbon chic - live next the portuguese parliament!
entire home/apt,lisbon,misericórdia,7.0,4.5,2,1.0,95.0,scs apartments - palmeira 5 a
entire home/apt,lisbon,misericórdia,50.0,4.5,2,1.0,90.0,lisbon with a view
entire home/apt,lisbon,lumiar,28.0,4.5,6,3.0,97.0,garden loft - campo grande
entire home/apt,lisbon,santa maria maior,4.0,5.0,3,1.0,96.0,new - boutique flat cris do carmo
entire home/apt,lisbon,misericórdia,13.0,5.0,4,1.0,96.0,fishermenapartments - santos - 4ºd
entire home/apt,lisbon,misericórdia,50.0,4.5,4,2.0,89.0,prime location - bairro alto 3b
entire home/apt,lisbon,santa maria maior,3.0,5.0,4,1.0,90.0,new!my lx flat@amazing chiado 1
entire home/apt,lisbon,santo antónio,25.0,4.5,4,1.0,96.0,boutique duplex w/garage and pool
entire home/apt,lisbon,santa maria maior,2.0,0.0,3,1.0,84.0,perfeito apartamento no chiado
entire home/apt,lisbon,são domingos de benfica,1.0,0.0,6,4.0,96.0,"central lisbon, near zoo 4 rooms flat"
entire home/apt,lisbon,misericórdia,155.0,4.5,5,2.0,70.0,cosy duplex in bairro alto
entire home/apt,lisbon,misericórdia,3.0,4.5,2,1.0,70.0,apartment in lisbon 109 - príncipe real/bairro alto
entire home/apt,lisbon,misericórdia,134.0,4.5,5,2.0,71.0,zen & vintage chiado flat wi-fi
entire home/apt,lisbon,avenidas novas,4.0,4.5,3,1.0,81.0,beautiful cozy apartment in gulbenkian
entire home/apt,lisbon,benfica,41.0,5.0,5,2.0,72.0,charming modern apartment in lisbon
entire home/apt,lisbon,carnide,32.0,4.5,7,3.0,81.0,villa carnide
entire home/apt,lisbon,carnide,1.0,0.0,4,1.0,78.0,"sal red apartment,  lisbon"
entire home/apt,lisbon,alvalade,3.0,5.0,6,3.0,70.0,lisbon family apartment (c57)
entire home/apt,lisbon,belém,7.0,4.5,5,2.0,78.0,"nice location, simple house"
entire home/apt,lisbon,belém,21.0,4.5,4,2.0,78.0,"lisbon belém 131, overlooking the river and patio"
entire home/apt,lisbon,belém,12.0,5.0,5,2.0,72.0,the house of the electric
entire home/apt,lisbon,belém,14.0,4.0,6,2.0,81.0,belém river apartment i (c45)
entire home/apt,lisbon,belém,18.0,4.5,4,1.0,72.0,"cosy apartment, with terrace!"
entire home/apt,lisbon,belém,2.0,0.0,3,2.0,74.0,heart of old lisbon river view - offers available!
entire home/apt,lisbon,belém,14.0,5.0,6,2.0,63.0,new the best 2 bedroom flat in belém for 6!- minho
entire home/apt,lisbon,belém,7.0,5.0,4,1.0,72.0,your home in the most charming city zone-belém
entire home/apt,lisbon,ajuda,18.0,5.0,4,2.0,72.0,nuits sur le tage
entire home/apt,lisbon,belém,1.0,0.0,4,2.0,72.0,live on a boat
entire home/apt,lisbon,belém,10.0,5.0,4,2.0,78.0,restelo - vista para belém e rio tejo (4 pessoas)
entire home/apt,lisbon,ajuda,2.0,0.0,4,2.0,71.0,charming apartment in belém
entire home/apt,lisbon,ajuda,12.0,5.0,4,2.0,70.0,belém apartment
entire home/apt,lisbon,belém,1.0,0.0,4,2.0,78.0,"embaixador, 70 - quiet and in the heart of belém"
entire home/apt,lisbon,benfica,12.0,4.5,5,1.0,72.0,sta bárbara
entire home/apt,lisbon,ajuda,41.0,5.0,6,2.0,72.0,"apartment near empire square, belém"
entire home/apt,lisbon,belém,11.0,4.5,3,1.0,78.0,cozy appartment in jeronimos
entire home/apt,lisbon,belém,93.0,5.0,6,2.0,77.0,1400lx best view in town
entire home/apt,lisbon,ajuda,22.0,4.5,4,2.0,66.0,"new!!  lovelisbon ""fado & poetry apartment"" belém"
entire home/apt,lisbon,ajuda,4.0,4.5,4,1.0,63.0,comfort by the palace of ajuda w/ easy parking
entire home/apt,lisbon,belém,111.0,5.0,4,2.0,77.0,lisbon riverside view - belém 3
entire home/apt,lisbon,ajuda,1.0,0.0,4,2.0,78.0,new - a pearl apartment in belém
entire home/apt,lisbon,belém,22.0,5.0,4,1.0,72.0,cozy & sunny apartment in belém
entire home/apt,lisbon,ajuda,16.0,4.5,6,2.0,77.0,lisbon memory apartment
entire home/apt,lisbon,benfica,2.0,0.0,5,1.0,72.0,nazaré
entire home/apt,lisbon,belém,46.0,5.0,2,1.0,71.0,belém apartment
entire home/apt,lisbon,alcântara,2.0,0.0,4,1.0,66.0,lovely cocoon apartment in lisbon! new !
entire home/apt,lisbon,belém,27.0,5.0,2,1.0,66.0,my suite belém for 2
entire home/apt,lisbon,belém,114.0,4.5,4,2.0,78.0,"your new cool apartment , ac"
entire home/apt,lisbon,belém,1.0,0.0,4,1.0,72.0,new- historical apartment
entire home/apt,lisbon,belém,12.0,5.0,4,1.0,78.0,modern 1 bedroom apt with terrace
entire home/apt,lisbon,belém,3.0,4.5,2,0.0,75.0,belém mezzanine
entire home/apt,lisbon,ajuda,27.0,5.0,6,2.0,63.0,lisbon duplex design
entire home/apt,lisbon,belém,1.0,0.0,2,1.0,71.0,belém embaixador - studio 57
entire home/apt,lisbon,ajuda,14.0,5.0,4,2.0,66.0,madressilva 37 r/c dir.
entire home/apt,lisbon,ajuda,2.0,0.0,4,2.0,78.0,cozy apartment near belém and river tagus
entire home/apt,lisbon,ajuda,25.0,4.5,3,2.0,78.0,clara's house in belém
entire home/apt,lisbon,belém,1.0,0.0,4,2.0,77.0,new!!! - beautiful 2 bedroom apartment -free wi-fi
entire home/apt,lisbon,belém,113.0,4.5,4,2.0,72.0,sunshine . river . duplex . terrace
entire home/apt,lisbon,belém,46.0,5.0,4,1.0,77.0,twin appartments belém garden's view
entire home/apt,lisbon,alcântara,9.0,5.0,2,0.0,66.0,new alcantara cozy apartment with sublime terrace
entire home/apt,lisbon,alcântara,16.0,4.5,4,3.0,78.0,home sweet home in alcantara
entire home/apt,lisbon,alcântara,4.0,5.0,4,2.0,82.0,veleiro 10.50 mts lisboa dormida preço 2 pessoas !
entire home/apt,lisbon,alcântara,35.0,4.5,4,1.0,72.0,new! lovely apartment with terrace
entire home/apt,lisbon,alcântara,2.0,0.0,6,3.0,72.0,"apartment, 3 bedrooms and a typical outer patio"
entire home/apt,lisbon,misericórdia,1.0,0.0,3,1.0,77.0,private suite with free breakfast
entire home/apt,lisbon,misericórdia,110.0,4.5,8,3.0,65.0,bica ropers house
entire home/apt,lisbon,misericórdia,10.0,4.5,6,3.0,78.0,3 bdrooms apartment in city center on river side!
entire home/apt,lisbon,misericórdia,54.0,5.0,4,1.0,72.0,charming apartment in sta. catarina
entire home/apt,lisbon,misericórdia,24.0,5.0,6,2.0,82.0,chiado / bairro alto dream apartment + pocket wifi
entire home/apt,lisbon,alcântara,13.0,4.5,9,3.0,79.0,marvelous apartment with  wi fi
entire home/apt,lisbon,estrela,8.0,4.0,2,1.0,66.0,apartment lisbon i lowcost freewifi
entire home/apt,lisbon,campo de ourique,2.0,0.0,2,1.0,78.0,lxway apartments vila lisboa
entire home/apt,lisbon,misericórdia,55.0,5.0,4,1.0,70.0,t2 terrace south  heart of the city
entire home/apt,lisbon,campo de ourique,101.0,5.0,6,2.0,82.0,lovely apartment near bairro alto
entire home/apt,lisbon,misericórdia,28.0,4.5,4,1.0,72.0,apartment in lisbon - bairro alto
entire home/apt,lisbon,santa maria maior,77.0,5.0,4,2.0,78.0,2bdr apartment baixa-chiado
entire home/apt,lisbon,santo antónio,4.0,5.0,2,1.0,66.0,lxway apartments amazing view
entire home/apt,lisbon,misericórdia,42.0,4.5,4,2.0,82.0,attic bairro alto
entire home/apt,lisbon,misericórdia,3.0,3.5,4,1.0,72.0,vasco santana apartment
entire home/apt,lisbon,santo antónio,1.0,0.0,4,1.0,66.0,home chic principe real center
entire home/apt,lisbon,misericórdia,70.0,4.5,3,1.0,70.0,different apartment in lisbon
entire home/apt,lisbon,misericórdia,2.0,0.0,5,2.0,78.0,fernando pessoa apartment
entire home/apt,lisbon,santo antónio,10.0,4.5,2,0.0,78.0,lxway praça da alegria estúdio
entire home/apt,lisbon,misericórdia,6.0,4.5,4,2.0,78.0,lisbon chic in principe real
entire home/apt,lisbon,campolide,6.0,4.5,3,1.0,65.0,relax and enjoy
entire home/apt,lisbon,misericórdia,55.0,4.0,4,2.0,72.0,"beautiful, tipical cozy apartment!"
entire home/apt,lisbon,misericórdia,11.0,5.0,4,2.0,66.0,apartment close to chiado (center)
entire home/apt,lisbon,misericórdia,2.0,0.0,2,1.0,82.0,lxway apartments travessa do oleiro - 1º andar
entire home/apt,lisbon,misericórdia,1.0,0.0,2,0.0,73.0,lisboa in santa catarina
entire home/apt,lisbon,misericórdia,45.0,4.5,5,2.0,64.0,adamastor downtown lisbon wi-fi
entire home/apt,lisbon,misericórdia,136.0,4.5,4,1.0,66.0,casa nino ii @ bairro alto
entire home/apt,lisbon,misericórdia,2.0,0.0,5,2.0,73.0,chiado - bica duplex house
entire home/apt,lisbon,misericórdia,33.0,4.5,3,1.0,67.0,le flat | santa catarina
entire home/apt,lisbon,misericórdia,73.0,4.5,8,3.0,79.0,"bica guest house, at funicular st."
entire home/apt,lisbon,misericórdia,25.0,4.5,3,1.0,72.0,quartier bica: casa amarela
entire home/apt,lisbon,misericórdia,2.0,0.0,2,0.0,72.0,passion in the apartment
entire home/apt,lisbon,misericórdia,18.0,4.0,4,2.0,78.0,"cattle apartment, lisbon"
entire home/apt,lisbon,misericórdia,71.0,4.0,2,1.0,63.0,"stunning studio, bica tram (historical center)"
entire home/apt,lisbon,misericórdia,38.0,5.0,5,2.0,82.0,bica mansard with river view
entire home/apt,lisbon,misericórdia,69.0,4.5,4,1.0,66.0,casas da hera - osb
entire home/apt,lisbon,misericórdia,41.0,4.5,5,2.0,81.0,"central large apt+patio, chiado - bairro alto 2br."
entire home/apt,lisbon,misericórdia,57.0,4.5,9,3.0,68.0,"saint paul, first floor"
entire home/apt,lisbon,misericórdia,16.0,5.0,3,1.0,80.0,bica local colours river view mansard
entire home/apt,lisbon,santa maria maior,1.0,0.0,3,1.0,78.0,"lisbon center, romantic"
entire home/apt,lisbon,santa maria maior,56.0,4.5,6,2.0,74.0,vintage chic w/ terrace and garden
entire home/apt,lisbon,santa maria maior,2.0,0.0,2,1.0,64.0,home chic castel door
entire home/apt,lisbon,misericórdia,28.0,5.0,4,2.0,81.0,"swallow house - ""casa das andorinhas"""
entire home/apt,lisbon,misericórdia,47.0,5.0,4,2.0,72.0,stylish 2 bed flat in lisbon . new!
entire home/apt,lisbon,misericórdia,19.0,5.0,5,2.0,70.0,quiet flat in middle bairro alto
entire home/apt,lisbon,misericórdia,7.0,4.0,6,3.0,65.0,3-bedrooms flat in the city centre
entire home/apt,lisbon,santa maria maior,3.0,5.0,3,1.0,78.0,duque's apartments - bairro alto
entire home/apt,lisbon,misericórdia,166.0,4.5,4,2.0,80.0,bairro alto - lisbon in a week
entire home/apt,lisbon,misericórdia,14.0,4.0,2,1.0,74.0,lxroller bairroalto fado suites 2
entire home/apt,lisbon,misericórdia,4.0,4.0,4,1.0,72.0,almada negreiros apartment
entire home/apt,lisbon,santa maria maior,22.0,4.5,6,2.0,71.0,chiado/ carmo | center | magical light
entire home/apt,lisbon,santa maria maior,71.0,4.5,7,3.0,72.0,chiado's home! up to 6 people
entire home/apt,lisbon,misericórdia,18.0,4.5,4,1.0,82.0,very central apartment1@bairro alto
entire home/apt,lisbon,misericórdia,89.0,4.5,4,2.0,82.0,lovely flat in historic bairro alto
entire home/apt,lisbon,misericórdia,49.0,4.5,3,1.0,78.0,lovely well located ap bairro alto
entire home/apt,lisbon,misericórdia,28.0,5.0,5,1.0,77.0,apartments center bairro alto 3d
entire home/apt,lisbon,misericórdia,2.0,0.0,2,1.0,80.0,lxway apartments old town - 3º
entire home/apt,lisbon,santa maria maior,15.0,4.5,6,2.0,80.0,the countess quarters
entire home/apt,lisbon,misericórdia,9.0,4.5,2,1.0,78.0,apartment for renting  in lisbon
entire home/apt,lisbon,misericórdia,9.0,4.5,5,2.0,74.0,casa de são pedro - bairro alto
entire home/apt,lisbon,misericórdia,11.0,4.5,2,0.0,78.0,"malaquita studio, bairro alto, lisbon"
entire home/apt,lisbon,misericórdia,3.0,4.0,2,1.0,78.0,apartment bairro alto
entire home/apt,lisbon,misericórdia,2.0,0.0,2,1.0,78.0,atalaia apartment
entire home/apt,lisbon,misericórdia,86.0,5.0,3,1.0,63.0,"lisboncore in bairro alto, chiado"
entire home/apt,lisbon,misericórdia,25.0,4.5,6,2.0,82.0,dazzling apartment in bairro-alto
entire home/apt,lisbon,misericórdia,19.0,4.5,6,2.0,82.0,very central and charming apt in bairro alto!
entire home/apt,lisbon,santo antónio,21.0,4.5,2,1.0,72.0,alegria center apartment 2
entire home/apt,lisbon,misericórdia,21.0,4.5,5,2.0,77.0,casa do fadista
entire home/apt,lisbon,santo antónio,18.0,5.0,4,1.0,72.0,camper van - home sweet wheels
entire home/apt,lisbon,misericórdia,39.0,4.5,4,1.0,71.0,heart of lisbon modern apartment
